ds_x,Quarter,year,5 year bond yields,Core inflation,"Lime, Cement, & Fabricated Construction Materials Excl Glass & Clay Materials",Clay Construction Materials & Refractory Construction Materials,GDPm (Current Prices),Personal Income m,GDP per capita,Unemployment Rate,Median Household Inc,ResidentPopulation,ResidentPopulation_Growth_Rate
2031-09-01,Q3 2031,2031,2.643666396033737,119.21046380195065,172.34509087050637,171.8315280963815,212664.57409514004,99161.69794196938,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-10-01,Q4 2031,2031,2.6260141033501823,119.38298303857766,172.4131907965377,172.11888539364276,215216.29542615914,99973.88136345759,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-11-01,Q4 2031,2031,2.5866394727335518,119.3025149204983,173.08914504132676,172.01067928486987,215216.29542615914,99973.88136345759,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-12-01,Q4 2031,2031,2.5884263427582934,119.60719510717064,172.93907639348234,172.20842025073154,215216.29542615914,99973.88136345759,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2032-01-01,Q1 2032,2032,2.548275721603314,119.93732304531453,173.2137175236002,173.0416432681249,213951.1316484932,100275.0309324764,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-02-01,Q1 2032,2032,2.5348250815686746,120.1294677741992,174.5682163203154,173.3305660251491,213951.1316484932,100275.0309324764,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-03-01,Q1 2032,2032,2.492364051241724,120.06892328639496,174.45530653450388,174.10198493980087,213951.1316484932,100275.0309324764,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-04-01,Q2 2032,2032,2.488237192703013,120.20601462386021,174.9724557075787,174.36039842641497,212874.08776177646,100582.35708920941,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-05-01,Q2 2032,2032,2.620266582980807,120.26716166871313,175.18777407233785,174.3833510363101,212874.08776177646,100582.35708920941,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-06-01,Q2 2032,2032,2.6508187513970753,120.27540396416693,174.93729733574366,175.5792401794228,212874.08776177646,100582.35708920941,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-07-01,Q3 2032,2032,2.598498603980671,120.48670219153796,176.03486919575153,176.07746939138164,215711.71270392224,101206.24073936505,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-08-01,Q3 2032,2032,2.6632426619847696,120.63872916289914,175.77062004656088,176.32925961017094,215711.71270392224,101206.24073936505,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-09-01,Q3 2032,2032,2.7225149559064814,120.72269498509522,177.24008328578918,176.5061831989016,215711.71270392224,101206.24073936505,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-10-01,Q4 2032,2032,2.6465429047627294,120.9084910783913,176.5888781145318,176.70506621633456,219770.29269994688,101885.86514245183,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-11-01,Q4 2032,2032,2.6595645233838714,121.12949990435021,177.86975322884163,177.26036463828464,219770.29269994688,101885.86514245183,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2032-12-01,Q4 2032,2032,2.6489661143687497,121.23659164489817,178.60496152234404,177.6873388466991,219770.29269994688,101885.86514245183,111897.06274193572,2.5934845946844103,11187.311915797563,4339559.0290482305,0.487418987320698
2033-01-01,Q1 2033,2033,2.6932423332775652,121.40968704701672,177.48381322706786,177.72861806373646,220081.96797991224,102816.86657357724,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-02-01,Q1 2033,2033,2.7004059752729384,121.53496066102905,177.71765726585141,178.27292624770922,220081.96797991224,102816.86657357724,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-03-01,Q1 2033,2033,2.614964769091298,121.61546537966024,179.0122708534879,179.0860373917517,220081.96797991224,102816.86657357724,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-04-01,Q2 2033,2033,2.5770105348792423,121.77686439311715,179.02031998213874,179.26412078503694,220905.11670727175,103673.0108937114,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-05-01,Q2 2033,2033,2.669291527500716,121.8123377982178,179.71132853397842,179.52858887489467,220905.11670727175,103673.0108937114,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-06-01,Q2 2033,2033,2.696051022503108,121.82291110708925,179.6553242708792,180.44772750936173,220905.11670727175,103673.0108937114,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-07-01,Q3 2033,2033,2.671891123730298,122.08616057848538,180.49065732177698,180.9298144639571,223507.24920474843,104312.25853375545,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-08-01,Q3 2033,2033,2.7446438552519066,122.23461513790312,180.5188187834506,181.3004707892958,223507.24920474843,104312.25853375545,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-09-01,Q3 2033,2033,2.790645919772359,122.3176954656656,181.65836018507986,181.5785633935699,223507.24920474843,104312.25853375545,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-10-01,Q4 2033,2033,2.7343111203362094,122.5002403477568,181.24623575535375,181.81248016122848,227064.62278866777,105035.01273636153,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-11-01,Q4 2033,2033,2.7301588783239628,122.61949894273341,182.3293944173708,182.1476600547799,227064.62278866777,105035.01273636153,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
2033-12-01,Q4 2033,2033,2.7238216776623347,122.79004328429131,182.75868307140044,182.4915905690461,227064.62278866777,105035.01273636153,115064.37860667863,2.467442192103472,11425.940076625488,4363051.637979416,0.5413593587258569
